tweet,username,hash-tags,Date,Day,tweet_id,likes,retweets,polarity
Aap party hain ki broker !,BeLogicalPlz,[],2019-05-07,Tue,1125682579233886209,0,0,0.0
Court Clears AAP's Somnath Bharti In Domestic Violence Case,AjaySharma_bwn,[],2019-05-07,Tue,1125682537559482368,0,0,0.0
This is the twist “an ex-aap slapped Kejriwal “ Why wasted time during aap tenures.,pawankohli3,[],2019-05-07,Tue,1125682366943506434,0,0,-0.2
Baby Aap jaise hain,PasalaMurthy,[],2019-05-07,Tue,1125682323804934144,0,0,0.0
#DelhiElection2019 the battle is between n #AAP is campaigning for a third prize #IndiaElections2019,vinod_bhanu,"['DelhiElection2019', 'AAP', 'IndiaElections2019']",2019-05-07,Tue,1125682314141241345,0,0,0.0
aur Reserved Seat per AAP .... with expensive dress daily SELFIES updates ....,f9pakistani,[],2019-05-07,Tue,1125682249121316864,1,0,-0.25
I don't think he is a strong candidate I've seen and noticed his attitude at AAP's office near ITO he is just like a kid,AjaayGoel24,[],2019-05-07,Tue,1125682225251475456,2,1,0.26666666666666666
Why you have removed AAP from your bio after just one defeat I thought you are a fighter Its a difficult and long journey mam .,Kepler___22,[],2019-05-07,Tue,1125682189117476864,0,0,-0.275
Muslim population in Delhi is around 20 but failed to find single muslim candidate in Delhi 67 seats in Assembly but failed to find single dalit leader in party infact imported from BJP Congress-BJP are oppressor of deprived section and AAP is add-on in the club,PJkanojia,[],2019-05-07,Tue,1125682163091890176,14,5,-0.2857142857142857
Pix Nrl James Maloney Judiciary,aap_photos,[],2019-05-07,Tue,1125682145916096512,1,1,0.0
_wani Aap Congressi hai To mirchi kyun Dynasty's sense of entitlement v/s ordinary humble background neta's hard work n rise from ground level Dynasty premi media's dynasty saving agenda v/s development world prestige sabak sath sabka vikas n Swatch nation agenda,coffeetime112,[],2019-05-07,Tue,1125682019575291905,1,0,-0.24722222222222226
#Delhi High Court quashes an #FIR accusing AAP MLA #SomnathBharti of domestic violence Read more,airnewsalerts,"['Delhi', 'FIR', 'SomnathBharti']",2019-05-07,Tue,1125682007806078976,7,1,0.22
Come on Be honest Palki Say truthfully when you see her photo What is ur fist instant reaction dil se. Dont be a diplomat in ur reply Journalist ho politician nahi aap.,RaghavSirJi,[],2019-05-07,Tue,1125681951963148288,0,0,0.3666666666666667
BJP Spokesperson itself clarified that she is bail not exonerated.Terror charges are serious.,DEEPAKDEV42,[],2019-05-07,Tue,1125681882790686720,0,0,-0.3333333333333333
Can you give that figure of huge amount of AAP and also BJP's meager amount of advertisement,ksmadhavan3,[],2019-05-07,Tue,1125681882375573504,0,0,-0.09999999999999996
aap ke ghar may current hey? More than 2 hrs dying :((,bhakt4ever,[],2019-05-07,Tue,1125681751659966464,0,0,-0.08333333333333333
So this is also a fixed match by May be AK didn't know but most likely AAP organized this Those ppl are bunch of evil minds,vishalkmumbai,[],2019-05-07,Tue,1125681623943372800,0,0,-0.1
Pass for country improved by 5% Nd so called best education system wala Delhi improvd by a mere 2.68% Being a quality eductn provider(as per Paapi Aap it shd hv outclassed results of other states Bt it is no were near d avg mark Dis shows d poor state of education in Delhi,yogeshrt07,[],2019-05-07,Tue,1125681568746360832,0,0,0.01499999999999999
@_YogendraYadav What a loss of AAP.,Sourabhshri88,[],2019-05-07,Tue,1125681559044911106,0,0,0.0
Sexual identity or sex identity This is a confused sounding article Why not just link to the original study which uses consistent clear terminology,CharyVanilla,[],2019-05-07,Tue,1125681558029983745,0,0,0.16499999999999998
AAP ka candidate h fight me chd se?,ankurgandhi12,[],2019-05-07,Tue,1125681553554624514,0,0,0.0
#LokSabhaElections2019 Devinder Singh Sehrawat accused AAP of ignoring and cornering him.,IndiaToday,['LokSabhaElections2019'],2019-05-07,Tue,1125681542162862081,13,5,0.0
His Side Profile uffff How can someone look so good yar Goshh his gorgeous face words kam pad jate hai aap ki khubsurati ki tarif karne ke liye #YehUnDinonKiBaatHai #RandeepRai,shona9493,"['YehUnDinonKiBaatHai', 'RandeepRai']",2019-05-07,Tue,1125681424881729537,15,6,0.7
Aap be to porkies is izzat badhadi Haha,halabol12345,[],2019-05-07,Tue,1125681377024720896,0,0,0.2
The #DelhiHighCourt quashed an FIR accusing AAP MLA #SomnathBharti of domestic violence,FinancialXpress,"['DelhiHighCourt', 'SomnathBharti']",2019-05-07,Tue,1125681296666009606,4,2,0.0
_k Aap bna lo phly,Johnsena234,[],2019-05-07,Tue,1125681279976996864,0,0,0.0
_IND It is the conspiracy of Congress First they bribed the AAP supporter to slap Kejriwal and then adviced her wife to tell people that her husband is Modi supporter,R41735183,[],2019-05-07,Tue,1125681260754558976,0,0,0.25
